species_scientific_name,species_common_name,taxonomic_group,family,latitude,longitude,country,state_province,event_date,year,month,data_source,observation_type,occurrence_id,india_role,migration_season,location_type,seasonal_density,priority_group,iucn_red_list_status
Aythya baeri,Baer's Pochard,Aves,Checklist Verified,27.4837692351,95.3322319438,India,Coastal India / Marine,2024-02-28,2024.0,2.0,iNaturalist,Scientific Record,201767144,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Aythya baeri,Baer's Pochard,Aves,Checklist Verified,27.3312327,88.8261359371,India,Coastal India / Marine,2021-11-18,2021.0,11.0,iNaturalist,Scientific Record,149207300,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Aythya baeri,Baer's Pochard,Aves,Checklist Verified,27.4862967216,95.2495753227,India,Coastal India / Marine,2021-03-03,2021.0,3.0,iNaturalist,Scientific Record,101927049,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Aythya baeri,Baer's Pochard,Aves,Checklist Verified,27.5940455203,95.3296788211,India,Coastal India / Marine,2021-03-03,2021.0,3.0,iNaturalist,Scientific Record,101927047,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Aythya baeri,Baer's Pochard,Aves,Checklist Verified,26.031244299,91.7763675684,India,Coastal India / Marine,2007-01-17,2007.0,1.0,iNaturalist,Scientific Record,58511272,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Aythya baeri,Baer's Pochard,Aves,Checklist Verified,26.5744747357,93.1538746404,India,Coastal India / Marine,2002-02-21,2002.0,2.0,iNaturalist,Scientific Record,40260464,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.3900249762,74.0012843907,India,Coastal India / Marine,2025-12-03,2025.0,12.0,iNaturalist,Scientific Record,330974064,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,8.4961471789,77.7574824169,India,Tamil Nadu / Kerala,2025-12-16,2025.0,12.0,iNaturalist,Scientific Record,330937016,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,17.6548137,78.0729353,India,Coastal India / Marine,2024-02-25,2024.0,2.0,iNaturalist,Scientific Record,330792834,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,26.7923989,70.6847171,India,Coastal India / Marine,2024-09-10,2024.0,9.0,iNaturalist,Scientific Record,330791032,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,26.7223719,70.6044457,India,Coastal India / Marine,2024-09-09,2024.0,9.0,iNaturalist,Scientific Record,330791000,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.15340555,74.83587769,India,Coastal India / Marine,2025-12-14,2025.0,12.0,iNaturalist,Scientific Record,330713537,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.15554092,74.82896111,India,Coastal India / Marine,2025-12-14,2025.0,12.0,iNaturalist,Scientific Record,330705186,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,17.4820037884,77.9391225962,India,Coastal India / Marine,2025-12-13,2025.0,12.0,iNaturalist,Scientific Record,330597969,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2842746118,74.7678919074,India,Coastal India / Marine,2025-10-27,2025.0,10.0,iNaturalist,Scientific Record,330562169,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.1405852,74.8672476,India,Coastal India / Marine,2025-11-20,2025.0,11.0,iNaturalist,Scientific Record,330345516,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.1405852,74.8672476,India,Coastal India / Marine,2025-11-20,2025.0,11.0,iNaturalist,Scientific Record,330345513,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.0724794,74.8360918,India,Coastal India / Marine,2025-11-29,2025.0,11.0,iNaturalist,Scientific Record,329954610,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.0724794,74.8360918,India,Coastal India / Marine,2025-11-29,2025.0,11.0,iNaturalist,Scientific Record,329954609,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,27.8007441792,74.4276969675,India,Coastal India / Marine,2024-10-06,2024.0,10.0,iNaturalist,Scientific Record,329339176,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.0714655097,74.8360490523,India,Coastal India / Marine,2025-11-29,2025.0,11.0,iNaturalist,Scientific Record,329293252,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,13.0340700751,76.437851745,India,Coastal India / Marine,2025-11-19,2025.0,11.0,iNaturalist,Scientific Record,328585236,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,12.271252087,75.1927570456,India,Coastal India / Marine,2025-11-18,2025.0,11.0,iNaturalist,Scientific Record,328367195,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.3671042562,68.9704992995,India,Coastal India / Marine,2025-11-16,2025.0,11.0,iNaturalist,Scientific Record,328328882,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.0339416667,72.0283816667,India,Coastal India / Marine,2025-11-19,2025.0,11.0,iNaturalist,Scientific Record,327833122,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.0439431,72.0204603,India,Coastal India / Marine,2025-11-19,2025.0,11.0,iNaturalist,Scientific Record,327833115,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2989478,74.7542571,India,Coastal India / Marine,2025-11-08,2025.0,11.0,iNaturalist,Scientific Record,327511064,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2785444685,74.7597457096,India,Coastal India / Marine,2025-11-19,2025.0,11.0,iNaturalist,Scientific Record,327379380,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2785444685,74.7597457096,India,Coastal India / Marine,2025-11-19,2025.0,11.0,iNaturalist,Scientific Record,327378688,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2785444685,74.7597457096,India,Coastal India / Marine,2025-11-18,2025.0,11.0,iNaturalist,Scientific Record,327375479,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2785444685,74.7597457096,India,Coastal India / Marine,2025-11-18,2025.0,11.0,iNaturalist,Scientific Record,327373762,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2785444685,74.7597457096,India,Coastal India / Marine,2025-11-18,2025.0,11.0,iNaturalist,Scientific Record,327373039,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,15.3893487909,73.9740292936,India,Coastal India / Marine,2025-11-19,2025.0,11.0,iNaturalist,Scientific Record,327243347,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.3255366148,74.5862836965,India,Coastal India / Marine,2025-10-27,2025.0,10.0,iNaturalist,Scientific Record,326938318,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.3255366148,74.5862836965,India,Coastal India / Marine,2025-10-27,2025.0,10.0,iNaturalist,Scientific Record,326938316,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.3255366148,74.5862836965,India,Coastal India / Marine,2025-10-27,2025.0,10.0,iNaturalist,Scientific Record,326938312,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.493132,75.016011,India,Coastal India / Marine,2025-10-01,2025.0,10.0,iNaturalist,Scientific Record,326455967,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,8.4961472,77.7574824,India,Tamil Nadu / Kerala,2019-11-17,2019.0,11.0,iNaturalist,Scientific Record,325981502,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2989478,74.7542571,India,Coastal India / Marine,2025-10-29,2025.0,10.0,iNaturalist,Scientific Record,324861156,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,17.6710982829,75.9037390351,India,Coastal India / Marine,2025-11-03,2025.0,11.0,iNaturalist,Scientific Record,324716242,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.1405852,74.8672476,India,Coastal India / Marine,2025-10-24,2025.0,10.0,iNaturalist,Scientific Record,323199978,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.8464807746,77.1332151818,India,Coastal India / Marine,2025-10-13,2025.0,10.0,iNaturalist,Scientific Record,322812052,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.9113341205,77.1449859117,India,Coastal India / Marine,2025-10-13,2025.0,10.0,iNaturalist,Scientific Record,322812033,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,21.9382469387,72.0705622631,India,Coastal India / Marine,2025-09-28,2025.0,9.0,iNaturalist,Scientific Record,320890316,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,21.9382469387,72.0705622631,India,Coastal India / Marine,2025-09-28,2025.0,9.0,iNaturalist,Scientific Record,320890315,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.362345,74.0923916667,India,Coastal India / Marine,2025-10-12,2025.0,10.0,iNaturalist,Scientific Record,320597478,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.2091666667,71.6522222222,India,Coastal India / Marine,2018-02-14,2018.0,2.0,iNaturalist,Scientific Record,320392679,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.0461551203,72.0289769437,India,Coastal India / Marine,2018-02-07,2018.0,2.0,iNaturalist,Scientific Record,320254729,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,19.9630487705,73.7219286337,India,Maharashtra (Coastal),2025-10-08,2025.0,10.0,iNaturalist,Scientific Record,320109107,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,17.8267598887,75.8693542983,India,Coastal India / Marine,2006-12-12,2006.0,12.0,iNaturalist,Scientific Record,317943998,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,26.6126020396,70.403091652,India,Coastal India / Marine,2025-09-22,2025.0,9.0,iNaturalist,Scientific Record,317196814,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.9581934,72.8320729,India,Maharashtra (Coastal),2011-02-28,2011.0,2.0,iNaturalist,Scientific Record,317187284,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,8.7670033299,77.5334262633,India,Tamil Nadu / Kerala,2025-03-18,2025.0,3.0,iNaturalist,Scientific Record,316695551,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1443682,71.210117,India,Coastal India / Marine,2024-11-22,2024.0,11.0,iNaturalist,Scientific Record,315862942,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1443682,71.210117,India,Coastal India / Marine,2024-11-24,2024.0,11.0,iNaturalist,Scientific Record,315862918,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.7077229,69.5022892,India,Coastal India / Marine,2025-09-10,2025.0,9.0,iNaturalist,Scientific Record,314976757,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.7077229,69.5022892,India,Coastal India / Marine,2025-09-10,2025.0,9.0,iNaturalist,Scientific Record,314976756,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.7077229,69.5022892,India,Coastal India / Marine,2025-09-10,2025.0,9.0,iNaturalist,Scientific Record,314976753,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.7077229,69.5022892,India,Coastal India / Marine,2025-09-10,2025.0,9.0,iNaturalist,Scientific Record,314976751,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.7077229,69.5022892,India,Coastal India / Marine,2025-09-10,2025.0,9.0,iNaturalist,Scientific Record,314976750,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.7077229,69.5022892,India,Coastal India / Marine,2025-09-10,2025.0,9.0,iNaturalist,Scientific Record,314976749,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.7077229,69.5022892,India,Coastal India / Marine,2025-09-10,2025.0,9.0,iNaturalist,Scientific Record,314976747,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,27.8054423448,74.4308632599,India,Coastal India / Marine,2021-10-02,2021.0,10.0,iNaturalist,Scientific Record,314738176,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.1403979034,74.8674569244,India,Coastal India / Marine,2025-02-23,2025.0,2.0,iNaturalist,Scientific Record,314573781,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.278745408,74.7594546852,India,Coastal India / Marine,2025-09-07,2025.0,9.0,iNaturalist,Scientific Record,314064500,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.6994812397,75.8155904144,India,Coastal India / Marine,2019-03-04,2019.0,3.0,iNaturalist,Scientific Record,310438681,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,27.4746654201,75.2304036543,India,Coastal India / Marine,2025-08-29,2025.0,8.0,iNaturalist,Scientific Record,310127217,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2017-11-19,2017.0,11.0,iNaturalist,Scientific Record,307760234,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,19.1848274871,73.4189271927,India,Maharashtra (Coastal),2015-11-13,2015.0,11.0,iNaturalist,Scientific Record,302142068,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,12.6793216667,77.9233433333,India,Tamil Nadu / Kerala,2025-07-26,2025.0,7.0,iNaturalist,Scientific Record,301152347,Passage Migrant,Monsoon/Breeding,Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,17.8261718294,75.8656654803,India,Coastal India / Marine,2006-12-12,2006.0,12.0,iNaturalist,Scientific Record,298126801,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1284192857,71.7830519048,India,Coastal India / Marine,2024-01-20,2024.0,1.0,iNaturalist,Scientific Record,295342002,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1284192857,71.7830519048,India,Coastal India / Marine,2024-01-20,2024.0,1.0,iNaturalist,Scientific Record,295342000,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1284192857,71.7830519048,India,Coastal India / Marine,2024-01-20,2024.0,1.0,iNaturalist,Scientific Record,295341978,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.8209477,72.0571863,India,Coastal India / Marine,2024-01-27,2024.0,1.0,iNaturalist,Scientific Record,295298828,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-24,2024.0,12.0,iNaturalist,Scientific Record,294592337,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-24,2024.0,12.0,iNaturalist,Scientific Record,294588550,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-25,2024.0,12.0,iNaturalist,Scientific Record,294587214,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-24,2024.0,12.0,iNaturalist,Scientific Record,294067748,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-24,2024.0,12.0,iNaturalist,Scientific Record,294066677,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-23,2024.0,12.0,iNaturalist,Scientific Record,294063545,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-23,2024.0,12.0,iNaturalist,Scientific Record,294060389,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-23,2024.0,12.0,iNaturalist,Scientific Record,294060386,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-23,2024.0,12.0,iNaturalist,Scientific Record,294056176,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2024-12-25,2024.0,12.0,iNaturalist,Scientific Record,290211600,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,15.3967500233,75.0640349463,India,Coastal India / Marine,2017-12-08,2017.0,12.0,iNaturalist,Scientific Record,287665946,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.3240839,74.5580454,India,Coastal India / Marine,2025-01-18,2025.0,1.0,iNaturalist,Scientific Record,287499375,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.4618205,71.2874209,India,Coastal India / Marine,2017-11-19,2017.0,11.0,iNaturalist,Scientific Record,278528515,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2668157229,74.7858593613,India,Coastal India / Marine,2025-02-23,2025.0,2.0,iNaturalist,Scientific Record,277281356,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1677035211,68.7308381674,India,Coastal India / Marine,2005-09-19,2005.0,9.0,iNaturalist,Scientific Record,273030319,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1680168647,68.7309187665,India,Coastal India / Marine,2005-09-19,2005.0,9.0,iNaturalist,Scientific Record,273030317,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,19.0759837,72.8776559,India,Maharashtra (Coastal),2010-05-06,2010.0,5.0,iNaturalist,Scientific Record,272242555,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,12.1582902765,75.3485053405,India,Coastal India / Marine,2023-12-10,2023.0,12.0,iNaturalist,Scientific Record,271067897,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,21.0500343823,71.7657632369,India,Coastal India / Marine,2025-02-09,2025.0,2.0,iNaturalist,Scientific Record,269407920,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,26.8724571,70.6335763,India,Coastal India / Marine,2025-03-05,2025.0,3.0,iNaturalist,Scientific Record,269136527,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,20.608696038,81.6047803313,India,Coastal India / Marine,2025-03-09,2025.0,3.0,iNaturalist,Scientific Record,267871624,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.1653356447,75.0944917602,India,Coastal India / Marine,2025-03-22,2025.0,3.0,iNaturalist,Scientific Record,266827519,Passage Migrant,Spring/Summer,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,12.0323463274,75.2566564456,India,Coastal India / Marine,2023-12-10,2023.0,12.0,iNaturalist,Scientific Record,265220671,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.0439431,72.0204603,India,Coastal India / Marine,2025-02-28,2025.0,2.0,iNaturalist,Scientific Record,265089868,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,22.0439431,72.0204603,India,Coastal India / Marine,2025-02-27,2025.0,2.0,iNaturalist,Scientific Record,265089849,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.2989475393,74.7542572394,India,Coastal India / Marine,2025-01-27,2025.0,1.0,iNaturalist,Scientific Record,265046054,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,27.7926275113,74.4211933023,India,Coastal India / Marine,2024-12-24,2024.0,12.0,iNaturalist,Scientific Record,263653068,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,26.9442395029,70.4442531363,India,Coastal India / Marine,2024-12-19,2024.0,12.0,iNaturalist,Scientific Record,263190264,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,26.825372317,70.4901055898,India,Coastal India / Marine,2024-12-18,2024.0,12.0,iNaturalist,Scientific Record,262961936,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,23.1764442666,68.7210938864,India,Coastal India / Marine,2005-09-19,2005.0,9.0,iNaturalist,Scientific Record,261716222,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,18.5373936449,72.979901016,India,Maharashtra (Coastal),2025-02-10,2025.0,2.0,iNaturalist,Scientific Record,261244476,Winter Visitor,Winter (Peak),Terrestrial,Moderate,,LC/Not Evaluated
Circus pygargus,Montagu's Harrier,Aves,Checklist Verified,27.4020497,70.3122615,India,Coastal India / Marine,2025-01-25,2025.0,1.0,iNaturalist,Scientific Record,261230210,Winter Visitor,Winter (Peak),Terrestrial,High,,LC/Not Evaluated
