grid_id,obs_density,species_richness,migration_ratio,latitude,longitude
12_27,7,1,0.2857142857142857,18.06411479211288,74.23095952574701
12_28,24,1,0.5416666666666666,18.490610988853064,74.23095952574701
12_29,1,1,0.0,18.916048153171918,74.23095952574701
12_32,15,1,0.0,20.18579922913889,74.23095952574701
12_38,3,1,0.0,22.69399679781292,74.23095952574701
12_43,8,1,0.0,24.749882343452892,74.23095952574701
12_49,1,1,1.0,27.172615960128685,74.23095952574701
12_5,2,1,0.0,8.458673638182125,74.23095952574701
12_50,2,1,1.0,27.571484572845726,74.23095952574701
12_51,33,1,0.5151515151515151,27.968908550971424,74.23095952574701
12_6,1,1,0.0,8.902684943528312,74.23095952574701
12_64,1,1,0.0,32.99812005252553,74.23095952574701
12_66,1,1,1.0,33.74829778436251,74.23095952574701
12_67,9,1,0.6666666666666666,34.120951435694295,74.23095952574701
12_68,2,1,0.5,34.49197000246,74.23095952574701
12_7,1,1,0.0,9.34615791751325,74.230959525747
12_72,8,1,0.5,35.959531774971616,74.23095952574701
12_73,16,1,0.0,36.32225637712781,74.23095952574701
13_13,1,1,1.0,11.994253568227144,74.68011716780677
13_14,1,1,1.0,12.433243423364331,74.68011716780677
13_15,12,3,0.6666666666666666,12.871492981781698,74.68011716780677
13_16,11,2,0.5454545454545454,13.308977896137208,74.68011716780677
13_17,8,3,0.5,13.745674040031027,74.68011716780677
13_18,5,2,0.6,14.181557513997255,74.68011716780677
13_20,11,1,0.3636363636363636,15.050792023820641,74.68011716780677
13_21,19,2,0.5263157894736842,15.484096447164378,74.68011716780677
13_22,3,2,0.3333333333333333,15.916494986432191,74.68011716780677
13_24,1,1,1.0,16.778483950622768,74.68011716780677
13_27,54,1,0.4814814814814814,18.06411479211288,74.68011716780677
13_28,76,1,0.1973684210526315,18.490610988853064,74.68011716780677
13_43,6,1,0.6666666666666666,24.749882343452892,74.68011716780677
13_46,2,1,0.0,25.967485451899854,74.68011716780677
13_47,9,1,0.3333333333333333,26.370601756536594,74.68011716780677
13_48,1,1,1.0,26.77231686184259,74.68011716780677
13_50,9,1,0.5555555555555556,27.571484572845726,74.68011716780677
13_51,23,1,0.4782608695652174,27.968908550971424,74.68011716780677
13_66,5,1,0.4,33.74829778436251,74.68011716780677
